,status_id,status_message,link_name,status_type,status_link,status_published,num_likes,num_comments,num_shares,content,candidate_label,classification
1502,15704546335_10154502125151336,These Hillary Clinton supporters didn't realize it - but they were agreeing with Donald J. Trump.,WATCH: Hillary Supporters Unwittingly Agree With Trump Quotes,link,http://insider.foxnews.com/2016/08/04/watch-hillary-supporters-unwittingly-agree-trump-quotes,2016-08-05 11:04:35,23854,2384,24468,  supporters didnt realize agreeing  ,other,Negative
1509,15704546335_10154500273941336,"More American voters view Hillary Clinton unfavorably (55 percent) than favorably (44 percent), but that’s still better than her opponent.  Only 36 percent of voters have a positive opinion of Donald J. Trump.",Fox News Poll: Clinton and Trump Disliked by Voters,link,http://www.foxnews.com/politics/2016/08/04/fox-news-poll-clinton-and-trump-disliked-by-voters.html,2016-08-04 17:18:00,939,3185,222,American voters view   unfavorably percent favorably percent better opponent percent voters positive opinion  ,other,Neutral
1511,15704546335_10154499900081336,Donald J. Trump released a new political ad showing Hillary Clinton as Ms. Pac-Man. http://bit.ly/2aLTJEh,,video,https://www.facebook.com/FoxNews/videos/10154499900081336/,2016-08-04 14:08:06,19237,2256,7943,  released political ad showing   Ms PacMan httpbitlyaLTJEh,other,Neutral
1513,15704546335_10154498221416336,"""We're going to go farther left than under Obama. Healthcare will be ruined ... we're going to be a European Socialist country.""

Mayor Rudy Giuliani said Republicans who are opposing Trump should ""calm down"" and think about what's at stake if Hillary Clinton is elected. Do you agree? http://bit.ly/2aRY2jT",,video,https://www.facebook.com/FoxNews/videos/10154498221416336/,2016-08-04 05:00:00,41832,3220,17653,going farther left Obama Healthcare will ruined going European Socialist countryMayor Rudy Giuliani Republicans opposing  calm stake   elected agree httpbitlyaRYjT,other,Negative
1514,15704546335_10154498206976336,"""The whole Khan incident – well, Hillary Clinton lied to Gold Star mothers ... about the circumstances under which their children died. That's not a bigger deal, or at least as big a deal?""

Mayor Rudy Giuliani weighed in on what he sees as the media's negative treatment of Donald J. Trump. http://bit.ly/2aRY2jT",,video,https://www.facebook.com/FoxNews/videos/10154498206976336/,2016-08-03 22:15:00,16995,1195,4265,Khan incident well   lied Gold Star mothers circumstances children died bigger deal big dealMayor Rudy Giuliani weighed sees medias negative treatment   httpbitlyaRYjT,other,Negative
1518,15704546335_10154497733466336,"A new Fox News poll shows Democratic nominee Hillary Clinton leading Republican nominee Donald J. Trump 49 percent to 39 percent among likely voters, while 61 percent of respondents say they consider Clinton to be dishonest.","Fox News Poll: Clinton Leads Trump by 10 Points, Both Seen as Flawed",link,http://www.foxnews.com/politics/2016/08/03/fox-news-poll-clinton-leads-trump-by-10-points-both-seen-as-flawed.html,2016-08-03 17:04:16,2918,9008,1410,Fox News poll Democratic nominee   leading Republican nominee   percent percent voters percent respondents consider  dishonest,other,Neutral
1519,15704546335_10154497644506336,"“I’d have to go for Trump ... ’cause she’s declared that she’s gonna follow in Obama’s footsteps,"" Eastwood said of Hillary Clinton.",Clint Eastwood Explains Why He's Picking Trump Over Hillary,link,http://insider.foxnews.com/2016/08/03/clint-eastwood-explains-why-hes-voting-trump,2016-08-03 16:20:46,80228,2622,24298, declared gonna follow Obama footsteps Eastwood  ,other,Negative
1525,15704546335_10154495032276336,"""I think my whole life has been about handling pressure. I think I have a great temperament for winning, 'cause I know how to win."" 

Donald J. Trump argued that in comparison, Hillary Clinton is ""a loser"" who ""doesn't know how to win.""",,video,https://www.facebook.com/FoxNews/videos/10154495032276336/,2016-08-03 05:00:00,11337,1587,1245,life handling pressure great temperament winning win   argued comparison   loser doesnt win,other,Negative
1528,15704546335_10154495215291336,"""It's OK for him to fight with Obama and Hillary because they're the same level. Don't fight with people other than Obama and Hillary.""

Newt Gingrich said Trump should focus his comments on his Democratic rival, but argued that for Obama to so publicly criticize Trump was ""reprehensible."" http://bit.ly/2ars5vq",,video,https://www.facebook.com/FoxNews/videos/10154495215291336/,2016-08-02 22:30:00,9903,1183,1215,fight Obama  level Dont fight people Obama Newt Gingrich  focus comments Democratic rival argued Obama publicly criticize  reprehensible httpbitlyarsvq,other,Negative
1533,15704546335_10154494838766336,"“We’re not the candidates, we’re the children of the candidates and we both respect our parents.” 

Ivanka Trump spoke to Greta Van Susteren about her relationship with Chelsea Clinton.",,video,https://www.facebook.com/FoxNews/videos/10154494838766336/,2016-08-02 15:31:02,8433,827,755,candidates children candidates respect parents Ivanka  spoke Greta Van Susteren relationship Chelsea ,other,Negative
1540,15704546335_10154492879246336,"""She lied a lot about a lot of things.""

Donald J. Trump responded to the Washington Post giving Hillary Clinton 4 'Pinocchios' for her comments on Fox News Sunday about emailing classified information.",,video,https://www.facebook.com/FoxNews/videos/10154492879246336/,2016-08-02 05:15:00,12742,1218,1922,lied lot lot things  responded Washington Post   Pinocchios comments Fox News Sunday emailing classified,other,Neutral
1545,15704546335_10154492576071336,"“She’s lying about 50-some thousand emails. She's lying about national security. Why shouldn't she apologize? If Donald J. Trump owes anybody an apology, how come Hillary Clinton doesn't owe the whole country an apology?"" — Newt Gingrich",Gingrich: 'How Come Hillary Doesn't Owe the Whole Country an Apology?,link,http://insider.foxnews.com/2016/08/01/gingrich-if-trump-owes-anybody-apology-how-come-hillary-doesnt-owe-whole-country-apology,2016-08-01 19:49:25,95882,6333,41768,lying emails lying national security shouldnt apologize   owes apology   doesnt owe country apology Newt Gingrich,other,Negative
1551,15704546335_10154488378336336,"""Whether you like him or not, Donald Trump talks about real issues.""

On Saturday, Judge Jeanine Pirro slammed Hillary Clinton and President Bill Clinton, while praising Donald J. Trump.",Judge Jeanine: 'Hillary Clinton and Her Husband Are Fundamentally Dishonest',link,http://insider.foxnews.com/2016/07/31/judge-jeanine-reacts-dnc-hillary-clinton-vs-donald-trump-2016-race,2016-08-01 04:00:00,35457,1786,7866,  talks real issuesOn Saturday Judge Jeanine Pirro slammed   President Bill  praising  ,other,Negative
1556,15704546335_10154488979981336,"""I'd like to see Donald Trump's tax returns to find out how much philanthropy he's ever done.""

In an exclusive interview with ""Fox News Sunday,"" Hillary Clinton spoke about her family's foundation and her opponent Donald J. Trump. http://bit.ly/2aEDTwA",,video,https://www.facebook.com/FoxNews/videos/10154488979981336/,2016-07-31 18:00:00,3400,12885,2855, s tax returns find philanthropy doneIn exclusive interview Fox News Sunday   spoke familys foundation opponent   httpbitlyaEDTwA,other,Negative
1558,15704546335_10154488478326336,"""[Hillary Clinton] didn’t even mention the real problems. She never once mentioned ISIS. She didn't mention radical Islamic terrorism”

On ""Sunday Morning Futures,"" Eric Trump reacted to the Democratic National Convention.",,video,https://www.facebook.com/FoxNews/videos/10154488478326336/,2016-07-31 15:00:00,18727,1623,4420,  didn mention real problems mentioned ISIS didnt mention radical Islamic terrorism Sunday Morning Futures Eric  reacted Democratic National Convention,other,Negative
1560,15704546335_10154488938336336,"""I think what I'm offering are proven results. I think what I'm offering is that we can build on where we are.""

On ""Fox News Sunday,"" Hillary Clinton slammed Donald J. Trump, claiming that he has offered nothing to help people, while she has an agenda to increase jobs, increase incomes, and make the economy grow and be more fair. http://bit.ly/2aCsiOK",,video,https://www.facebook.com/FoxNews/videos/10154488938336336/,2016-07-31 13:35:00,2739,13073,1352,offering proven offering build areOn Fox News Sunday   slammed   claiming offered help people agenda increase jobs increase incomes economy grow fair httpbitlyaCsiOK,other,Neutral
1561,15704546335_10154488654116336,"""We know that Russian intelligence services... hacked into the DNC.""

Today on ""Fox News Sunday,"" Hillary Clinton commented on the recent hack and Donald J. Trump's attitude towards Putin.",,video,https://www.facebook.com/FoxNews/videos/10154488654116336/,2016-07-31 11:18:34,2172,7743,1954,Russian intelligence services hacked DNCToday Fox News Sunday   commented hack  s attitude Putin,other,Neutral
1573,15704546335_10154484670716336,"""Mr. Trump is not investigated by the FBI. He hasn't done anything that could thwart national security. Hillary Clinton has.""

Donald J. Trump spokesperson Katrina Pierson said people want to know why Clinton has not addressed the email situation or Benghazi.",,video,https://www.facebook.com/FoxNews/videos/10154484670716336/,2016-07-29 20:19:34,28507,1632,7176, investigated FBI hasnt thwart national security   has  spokesperson Katrina Pierson people  addressed email situation Benghazi,other,Negative
1574,15704546335_10154484609626336,"“I just beat 16 people and I’m beating her.” 

Donald J. Trump went after Hillary Clinton at a rally in Colorado, where he touted the higher Nielsen ratings drawn by his RNC speech last week over that of Clinton's last night. http://bit.ly/2ajKSXe",,video,https://www.facebook.com/FoxNews/videos/10154484609626336/,2016-07-29 19:00:00,21281,1422,1319,beat people beating     rally Colorado touted higher Nielsen ratings drawn RNC speech week s night httpbitlyajKSXe,other,Negative
1579,15704546335_10154483683571336,"Donald J. Trump criticized Hillary Clinton's DNC speech, calling her vision ""a borderless world where working people have...no safety."" http://fxn.ws/2auYORu",Timeline Photos,photo,https://www.facebook.com/FoxNews/photos/a.184044921335.134777.15704546335/10154483683571336/?type=3,2016-07-29 11:13:07,26030,1817,2785,  criticized  s DNC speech calling vision borderless working people haveno safety httpfxnwsauYORu,other,Negative
1582,15704546335_10154481989786336,"""I think she's the wrong woman. You look at her track record –  it's dismal – with Libya and all of the mistakes that she made ... I just don't know frankly how a person like this would be electable."" Donald J. Trump on Hillary Clinton",,video,https://www.facebook.com/FoxNews/videos/10154481989786336/,2016-07-29 06:00:00,17570,1364,2671,wrong woman track record dismal Libya mistakes dont frankly person electable    ,other,Negative
1583,15704546335_10154482600641336,Hillary Clinton went after Donald J. Trump in her address to the #DNC Thursday night.  What did you think of her speech?,Timeline Photos,photo,https://www.facebook.com/FoxNews/photos/a.184044921335.134777.15704546335/10154482600641336/?type=3,2016-07-29 03:00:00,6666,17570,3502,    address DNC Thursday night speech,other,Negative
1586,15704546335_10154482576526336,Donald J. Trump tweeted in response to Hillary Clinton's #DNC speech.,Timeline Photos,photo,https://www.facebook.com/FoxNews/photos/a.184044921335.134777.15704546335/10154482576526336/?type=3,2016-07-28 23:22:35,39682,1792,10448,  tweeted response  s DNC speech,other,Negative
1588,15704546335_10154482432091336,"""Don't let anyone tell you that our country is weak. We're not. Don't let anyone tell you we don't have what it takes. We do. And most of all, don't believe anyone who says, 'I alone can fix it.'""

Hillary Clinton slammed Donald J. Trump, saying his words ""should set off alarm bells for all of us."" http://bit.ly/2adUvJb",,video,https://www.facebook.com/FoxNews/videos/10154482432091336/,2016-07-28 22:04:36,5003,15817,1935,Dont country weak Dont dont takes dont it  slammed   set alarm bells httpbitlyadUvJb,other,Negative
1589,15704546335_10154482335886336,"""Hillary Clinton was right when she called my son the best of America. If it was up to Donald J. Trump, he never would have been in America.""

Khizr Khan, whose son, Capt. Humayun S.M. Khan, was killed while serving in the U.S. Army, said Trump ""consistently smears the character of Muslims.""",,video,https://www.facebook.com/FoxNews/videos/10154482335886336/,2016-07-28 21:30:52,2059,8425,650,  called son best America   AmericaKhizr Khan son Capt Humayun SM Khan killed serving Army  consistently smears character Muslims,other,Negative
1598,15704546335_10154481177556336,"Nancy Pelosi identified what she called the ""three G's"" – reasons why white males favor Donald J. Trump over Hillary Clinton. http://bit.ly/2atIDUp",Timeline Photos,photo,https://www.facebook.com/FoxNews/photos/a.184044921335.134777.15704546335/10154481177556336/?type=3,2016-07-28 12:08:39,4224,16676,9815,Nancy Pelosi identified called three Gs reasons white males favor     httpbitlyatIDUp,other,Negative
1599,15704546335_10154480793576336,"This morning, Donald J. Trump told Fox News that he was being ""sarcastic"" when he invited Russia to find Hillary Clinton's missing emails. http://bit.ly/2azFYuM",,video,https://www.facebook.com/FoxNews/videos/10154480793576336/,2016-07-28 09:31:18,27568,6846,8213,morning   told Fox News sarcastic invited Russia find  s missing emails httpbitlyazFYuM,other,Neutral
1602,15704546335_10154479834896336,"""The Russians didn't create an unsecure private server. Hillary did.""

Newt Gingrich responded to criticism of Donald J. Trump's remarks on Russians accessing Hillary Clinton's emails, saying Clinton was the one who promised the 30,000 emails she deleted were not classified. http://bit.ly/2agaO9L",,video,https://www.facebook.com/FoxNews/videos/10154479834896336/,2016-07-28 01:00:00,37559,2045,18508,Russians didnt create unsecure private server  didNewt Gingrich responded criticism  s remarks Russians accessing  s emails  promised emails deleted classified httpbitlyagaOL,other,Negative
1612,15704546335_10154478940086336,"Earlier today at a news conference, Donald J. Trump had a message for Russia about Hillary Clinton's emails. http://bit.ly/2adYPGi",,video,https://www.facebook.com/FoxNews/videos/10154478940086336/,2016-07-27 15:37:03,15874,2817,2521,Earlier today news conference   message Russia  s emails httpbitlyadYPGi,other,Negative
1616,15704546335_10154478524401336,Social media has played a huge role in the 2016 election and we want to give you a behind the scenes look at how Facebook is involved in the conventions.,,video,https://www.facebook.com/FoxNews/videos/10154478524401336/,2016-07-27 12:23:35,1911,3082,484,Social media played huge role election scenes Facebook involved conventions,other,Negative
1617,15704546335_10154478424361336,"In a news conference earlier today, Donald J. Trump said that he hopes Russia finds Hillary Clinton's deleted emails. http://bit.ly/2adYPGi",Timeline Photos,photo,https://www.facebook.com/FoxNews/photos/a.184044921335.134777.15704546335/10154478424361336/?type=3,2016-07-27 11:47:24,36665,3918,8095,news conference earlier today   hopes Russia finds  s deleted emails httpbitlyadYPGi,other,Negative
1636,15704546335_10154474370616336,"""She's just a liar. I mean she's been a liar from day one, for many, many years, and people are just wise to her now I think.""

Donald J. Trump reacted to Hillary Clinton's assertion that she didn't follow the DNC email leak, saying ""she lies about everything.""",,video,https://www.facebook.com/FoxNews/videos/10154474370616336/,2016-07-26 02:45:00,17645,1406,2982,liar liar day years people wise think  reacted  s assertion didnt follow DNC email leak lies,other,Negative
1639,15704546335_10154474309636336,"“We are not going to be Donald J. Trump’s hate-filled America. Not now, not ever.”

Sen. Elizabeth Warren told a fired up crowd that Hillary Clinton will fight to end discrimination in America.",,video,https://www.facebook.com/FoxNews/videos/10154474309636336/,2016-07-25 23:15:00,3423,17119,1987,going   hatefilled America Sen Elizabeth Warren told fired crowd   will fight discrimination America,other,Negative
1641,15704546335_10154474245936336,"""While Donald J. Trump is busy insulting one group after another, Hillary Clinton understands that our diversity is one of our greatest strengths.""  – Bernie Sanders #DNC",,video,https://www.facebook.com/FoxNews/videos/10154474245936336/,2016-07-25 22:35:41,2653,9075,1043,  busy insulting group   understands diversity greatest strengths Bernie Sanders DNC,other,Neutral
1643,15704546335_10154473267716336,"Donald J. Trump asks, ""Why did [Hillary Clinton] get rid of her middle name?"" http://bit.ly/2arSHwz",,video,https://www.facebook.com/FoxNews/videos/10154473267716336/,2016-07-25 19:25:00,14864,2120,3182,  asks   rid middle httpbitlyarSHwz,other,Negative
1648,15704546335_10154472356126336,"In a new poll, Donald J. Trump leads Hillary Clinton in a general election match-up.",Timeline Photos,photo,https://www.facebook.com/FoxNews/photos/a.184044921335.134777.15704546335/10154472356126336/?type=3,2016-07-25 10:19:24,22510,1615,2333,poll   leads   general election matchup,other,Neutral
1650,15704546335_10154472352281336,"According to a new poll, Donald J. Trump leads Hillary Clinton by 13 points among independent voters.",Timeline Photos,photo,https://www.facebook.com/FoxNews/photos/a.184044921335.134777.15704546335/10154472352281336/?type=3,2016-07-25 08:05:35,57332,3051,13314,poll   leads   points independent voters,other,Neutral
1652,15704546335_10154470265051336,"""They take money, they take gifts, they take things that ordinary people don't get. And Donald Trump is the guy who's the voice of the outsider.""

On ""Sunday Morning Futures,"" Rudy Giuliani agreed with Donald J. Trump's assertion that the Democratic primary was rigged from the start to ensure Hillary Clinton won the nomination. http://bit.ly/2apOyfI",,video,https://www.facebook.com/FoxNews/videos/10154470265051336/,2016-07-24 22:00:00,20592,898,4319,money gifts things ordinary people dont   guy voice outsiderOn Sunday Morning Futures Rudy Giuliani agreed  s assertion Democratic primary rigged start ensure   won nomination httpbitlyapOyfI,other,Negative
1660,15704546335_10154468095706336,"""This was an absolute slap in the face to Bernie Sanders supporters who were tired of the status quo.""

Yesterday, Donald J. Trump spokeswoman Katrina Pierson responded to Hillary Clinton's pick of U.S. Senator Tim Kaine.",,video,https://www.facebook.com/FoxNews/videos/10154468095706336/,2016-07-24 09:00:00,5840,1122,1462,absolute slap face Bernie Sanders supporters tired status quoYesterday   spokeswoman Katrina Pierson responded  s pick Senator Tim Kaine,other,Negative
1661,15704546335_10154468134216336,"""Hillary wants to take away the one layer of security [average Americans] have.""

Yesterday, Mike Huckabee talked about how Donald J. Trump is the ""law and order"" candidate, and how Hillary Clinton seeks to restrict Americans' Second Amendment rights.",,video,https://www.facebook.com/FoxNews/videos/10154468134216336/,2016-07-24 02:00:00,11609,686,3784, layer security average Americans haveYesterday Mike Huckabee talked   law order candidate   seeks restrict Americans Second Amendment rights,other,Negative
1664,15704546335_10154468011986336,"Today, GOP presidential nominee Donald J. Trump commented on the leaked emails that appear to show that top officials at the DNC openly mocked and criticized Bernie Sanders during the primary race against Hillary Clinton. http://bit.ly/2ajCbC0",Timeline Photos,photo,https://www.facebook.com/FoxNews/photos/a.184044921335.134777.15704546335/10154468011986336/?type=3,2016-07-23 20:20:00,4791,752,833,Today GOP presidential nominee   commented leaked emails appear top officials DNC openly mocked criticized Bernie Sanders primary race   httpbitlyajCbC,other,Negative
1666,15704546335_10154467431546336,"""Hillary Clinton talks more about what she can do for illegals, what she can do for refugees, and Donald J. Trump talks about what he can do for Americans.""

Mary Ann Mendoza, whose son was killed by an illegal immigrant drunk driver, spoke to ""FOX & Friends Weekend"" about why she supports the GOP nominee. http://bit.ly/29VzIYZ",,video,https://www.facebook.com/FoxNews/videos/10154467431546336/,2016-07-23 19:00:00,70103,2621,44691,  talks illegals refugees   talks AmericansMary Ann Mendoza son killed illegal immigrant drunk driver spoke FOX Friends Weekend supports GOP nominee httpbitlyVzIYZ,other,Negative
1669,15704546335_10154467790671336,Donald J. Trump claimed on Twitter Hillary Clinton and President Bill Clinton destroyed jobs in Pennsylvania.,Timeline Photos,photo,https://www.facebook.com/FoxNews/photos/a.184044921335.134777.15704546335/10154467790671336/?type=3,2016-07-23 11:44:25,5187,798,398,  claimed Twitter   President Bill  destroyed jobs Pennsylvania,other,Negative
1681,15704546335_10154464270196336,"Watch: This was the highest-scored moment of the entire 2016 Republican National Convention, and it happened during Donald J. Trump’s speech as he addressed the corruption surrounding Hillary Clinton. http://bit.ly/29XRHUp",,video,https://www.facebook.com/FoxNews/videos/10154464270196336/,2016-07-22 04:00:00,34063,1152,10384,Watch highestscored moment entire Republican National Convention happened   speech addressed corruption surrounding   httpbitlyXRHUp,other,Negative
1688,15704546335_10154464049701336,"""This is the legacy of Hillary Clinton: death, destruction, terrorism and weakness.""

Donald J. Trump said after years of the Obama/Clinton foreign policy the situation in the Middle East ""is worse than it has ever been before.""",,video,https://www.facebook.com/FoxNews/videos/10154464049701336/,2016-07-21 21:54:54,27214,887,3357,legacy   death destruction terrorism weakness  years Obama foreign policy situation Middle East worse,other,Negative
1700,15704546335_10154462434366336,"When asked if he'll vote for Donald J. Trump, Ted Cruz responds: “I can tell you I’m not voting for Hillary.”",,video,https://www.facebook.com/FoxNews/videos/10154462434366336/,2016-07-21 08:28:21,10225,7559,2298,asked hell vote   Ted Cruz responds voting ,other,Negative
1705,15704546335_10154461589471336,"""The best unity I saw was everyone booing him off the stage, because I think everyone else in here has the sense to realize that the number one goal is to make sure we beat Hillary Clinton.""

Donald Trump Jr. reacted to Ted Cruz not endorsing his father during the Republican National Convention.",,video,https://www.facebook.com/FoxNews/videos/10154461589471336/,2016-07-20 23:33:53,14398,1177,1226,best unity booing stage sense realize number goal beat    Jr reacted Ted Cruz endorsing father Republican National Convention,other,Negative
1715,15704546335_10154460550726336,Breaking News: A federal appeals court has ruled that Texas' strict voter ID law violates the Voting Rights Act and has ordered changes before the November election.,Federal Appeals Court Orders Changes to Texas Voter ID Law,link,http://www.foxnews.com/politics/2016/07/20/federal-appeals-court-orders-changes-to-texas-voter-id-law.html,2016-07-20 14:26:07,2183,5111,4691,Breaking News federal appeals court ruled Texas strict voter law violates Voting Rights ordered changes November election,other,Neutral
1720,15704546335_10154458894381336,"Last night at the RNC, Donald Trump Jr. said Hillary Clinton ""is a risk Americans can't afford to take."" #RNCinCLE",Timeline Photos,photo,https://www.facebook.com/FoxNews/photos/a.184044921335.134777.15704546335/10154458894381336/?type=3,2016-07-20 06:30:00,41990,1369,10490,night RNC   Jr   risk Americans cant afford RNCinCLE,other,Negative
1723,15704546335_10154458826096336,"“Hillary Clinton is a risk Americans can’t afford to take.”

Donald Trump Jr. said Clinton’s calls for stricter gun control won’t work “because criminals by definition don’t follow laws,” and pointed to Chicago as an example.",,video,https://www.facebook.com/FoxNews/videos/10154458826096336/,2016-07-19 23:30:00,33569,1171,6118,  risk Americans afford   Jr  calls stricter gun control won work criminals definition don follow laws pointed Chicago example,other,Negative
1724,15704546335_10154458691716336,"Donald Trump Jr. criticized Hillary Clinton's policies and character, saying she ""is a risk Americans can't afford to take."" http://bit.ly/2aaJ9WV",Timeline Photos,photo,https://www.facebook.com/FoxNews/photos/a.184044921335.134777.15704546335/10154458691716336/?type=3,2016-07-19 21:52:44,72281,3018,54035,  Jr criticized  s policies character risk Americans cant afford httpbitlyaaJWV,other,Negative
1739,15704546335_10154456013056336,"Donald J. Trump understands ... no private citizen, no elected official – even Hillary Clinton – and no group of people ... can claim privilege above the law. It cannot happen in the United States."" – Sheriff David Clarke http://bit.ly/29I3XqG",,video,https://www.facebook.com/FoxNews/videos/10154456013056336/,2016-07-19 05:00:00,75761,1653,15858,  understands private citizen elected official   group people claim privilege law happen United States Sheriff David Clarke httpbitlyIXqG,other,Negative
1757,15704546335_10154451807901336,"""The alternative's Hillary Clinton, super-liberal judges, our country becomes Venezuela.""

Donald J. Trump says the Republican National Convention is about uniting the GOP.",Trump Says He's Committed to Bringing the Many Ideologies in the GOP Together,link,http://insider.foxnews.com/2016/07/17/donald-trump-bret-baier-rnc-about-uniting-republican-party,2016-07-17 09:07:20,6106,387,390,alternatives   superliberal judges country Venezuela  Republican National Convention uniting GOP,other,Negative
1758,15704546335_10154451566746336,"""If you don’t get rid of the Islamic State and their ability to harbor and motivate, you will never get at the nature of this enemy. That is what Donald Trump and Mike Pence understand in a way that Hillary Clinton will never articulate."" – Pete Hegseth",,video,https://www.facebook.com/FoxNews/videos/10154451566746336/,2016-07-17 06:53:04,21472,731,5334,don rid Islamic State ability harbor motivate will nature enemy   Mike Pence understand   will articulate Pete Hegseth,other,Negative
1760,15704546335_10154449582196336,"""She led [President Obama] right down a horrible path. He didn't know what he was doing.""

During his first joint appearance with Mike Pence yesterday, Donald J. Trump blamed Hillary Clinton for the problems of the Middle East.",,video,https://www.facebook.com/FoxNews/videos/10154449582196336/,2016-07-17 03:00:00,10847,737,1444,led President Obama horrible path didnt doingDuring joint appearance Mike Pence yesterday   blamed   problems Middle East,other,Negative
1762,15704546335_10154449578616336,"""It's corrupt, it's incompetent, it's a scandal; Hillary Clinton thought it was just fine.""

In his first joint appearance with running mate Mike Pence, Donald J. Trump discussed the VA and how veterans are treated.",,video,https://www.facebook.com/FoxNews/videos/10154449578616336/,2016-07-17 00:00:00,12490,539,1795,corrupt incompetent scandal   thought fineIn joint appearance running mate Mike Pence   discussed VA veterans treated,other,Negative
1765,15704546335_10154449537281336,"""What a difference between Crooked Hillary Clinton and Mike Pence.""

During his first joint appearance with Gov. Pence, Donald J. Trump juxtaposed his running mate with the presumptive Democratic nominee. http://bit.ly/29FyBwA",,video,https://www.facebook.com/FoxNews/videos/10154449537281336/,2016-07-16 18:00:00,9586,566,1059,difference Crooked   Mike PenceDuring joint appearance Gov Pence   juxtaposed running mate presumptive Democratic nominee httpbitlyFyBwA,other,Negative
1771,15704546335_10154448384451336,"""There is one issue after another where Hillary Clinton is simply disqualified to be president of the United States, and we're going to make that case in this election.""

In an exclusive interview after being named Donald J. Trump's running mate, Mike Pence outlined their campaign strategy against Clinton. http://bit.ly/2a03T3D",,video,https://www.facebook.com/FoxNews/videos/10154448384451336/,2016-07-16 04:00:00,28660,1028,5473,issue   simply disqualified president United States going case electionIn exclusive interview named  s running mate Mike Pence outlined campaign strategy  httpbitlyaTD,other,Negative
1787,15704546335_10154441872206336,"""I think [Hillary Clinton's] greatest accomplishment will be getting out of her email scandal."" — Donald J. Trump http://bit.ly/29xPjyO",,video,https://www.facebook.com/FoxNews/videos/10154441872206336/,2016-07-13 18:45:00,31651,1674,5403, s greatest accomplishment will email scandal   httpbitlyxPjyO,other,Negative
1788,15704546335_10154441843241336,"Presumptive Democratic presidential nominee Hillary Clinton is ahead of Republican Donald J. Trump by 10 points in Colorado, according to the latest Fox News Poll, while also up by 7 points in the battleground state of Virginia.",Fox News Poll: Clinton Tops Trump by 7 Points in Virginia,link,http://www.foxnews.com/politics/2016/07/13/fox-news-poll-clinton-tops-trump-by-7-points-in-virginia.html,2016-07-13 17:14:11,1146,3736,293,Presumptive Democratic presidential nominee   ahead Republican   points Colorado latest Fox News Poll points battleground state Virginia,other,Neutral
1791,15704546335_10154440662766336,A new set of Quinnipiac University polls show Donald J. Trump leading or tied with Hillary Clinton in three key swing states.,"Dramatic Swing-State Surge: Trump Leads Hillary in FL, PA; Tied in Ohio",link,http://insider.foxnews.com/2016/07/13/swing-state-stunner-trump-leads-hillary-fl-pa-tied-ohio,2016-07-13 09:41:33,18391,1724,2772,set Quinnipiac University polls   leading tied   three key swing states,other,Negative
1799,15704546335_10154437772561336,"""Donald J. Trump thinks wages are too high ... Sorry, Donald if you're watching, we're not cutting the minimum wage, we're raising the minimum wage."" 

Hillary Clinton makes remarks after Bernie Sanders endorses her for president.",,video,https://www.facebook.com/FoxNews/videos/10154437772561336/,2016-07-12 11:18:17,3920,18478,2839,  thinks wages high  watching cutting minimum wage raising minimum wage   remarks Bernie Sanders endorses president,other,Negative
1810,15704546335_10154427947561336,Donald J. Trump and Hillary Clinton responded to the #Dallas shooting.,Photos from Fox News's post,photo,https://www.facebook.com/FoxNews/photos/a.184044921335.134777.15704546335/10154427945406336/?type=3,2016-07-08 13:54:19,3720,1889,863,    responded Dallas shooting,other,Neutral
1835,15704546335_10154422682951336,"""We're tired of incompetent leadership and incompetent people, and Hillary Clinton ... she's incompetent.""

Donald J. Trump criticized Clinton in a speech in Cincinnati, saying the only good thing she's done is ""get out of trouble.""",,video,https://www.facebook.com/FoxNews/videos/10154422682951336/,2016-07-06 18:28:49,36211,1854,7156,tired incompetent leadership incompetent people   incompetent  criticized  speech Cincinnati good thing trouble,other,Negative
1837,15704546335_10154422267236336,"Donald J. Trump says Hillary Clinton is attacking him to distract away from the ""lies"" about her emails. http://bit.ly/29l6BP1",Timeline Photos,photo,https://www.facebook.com/FoxNews/photos/a.184044921335.134777.15704546335/10154422267236336/?type=3,2016-07-06 14:46:37,19189,1442,1354,    attacking distract lies emails httpbitlylBP,other,Negative
1840,15704546335_10154421703311336,"Hillary Clinton discusses Donald J. Trump's business record during a campaign event in Atlantic City, New Jersey.",,video,https://www.facebook.com/FoxNews/videos/10154421703311336/,2016-07-06 11:28:46,4175,42963,2862,  discusses  s business record campaign event Atlantic City Jersey,other,Negative
1843,15704546335_10154420302696336,"""I believe that what happened over the last four or five days has been a total miscarriage in justice.""

Donald J. Trump responded to FBI Director James Comey choosing not to recommend charges against Hillary Clinton. What do you think?",,video,https://www.facebook.com/FoxNews/videos/10154420302696336/,2016-07-06 04:00:00,21858,1775,2244,happened days total miscarriage justice  responded FBI Director James Comey choosing recommend charges  ,other,Negative
1845,15704546335_10154420633321336,"""Yes, [Donald J. Trump] is far better to be commander-in-chief than Hillary Clinton in my mind. I don't think Hillary Clinton is going to do any of the things we need to do to get this country back on the right track. More importantly, I think she has been holding herself to a different set of standards, and I don't think that is representative of what we want to see in the White House."" — Speaker Paul Ryan",,video,https://www.facebook.com/FoxNews/videos/10154420633321336/,2016-07-05 21:45:00,57483,4080,22245,  better commanderinchief   mind dont   going things country track importantly holding set standards dont representative White House Speaker Paul Ryan,other,Negative
