,status_id,status_message
1056,273864989376427_1278382915591291,"""Sometimes, in the heat of debate and speaking on a multitude of issues, you don’t choose the right words or you say the wrong thing. I have done that. And believe it or not, I regret it,"" Donald J. Trump said."
1649,273864989376427_1226008757495374,"After claiming her party’s nomination for president, an exhilarated Hillary Clinton said she was “still processing” the emotions of the moment."
1646,273864989376427_1226339857462264,It took a long time for Hillary Clinton to fully understand the story of her mother’s devastating childhood. Here's a look back at our June 2015 story on how her mother's life helped to form the emotional foundation of her presidential campaign.
3101,273864989376427_1089547937808124,"Breaking News: The State Department received several emails related to Libya that Hillary Clinton had not handed over, which were exchanges between her and her longtime confidant and adviser Sidney Blumenthal."
399,273864989376427_1327453197350929,We talked to the experts to find out what Donald J. Trump really is saying.
1109,273864989376427_1274164779346438,"“There is a myth out there that he’ll stick it to the rich and powerful because, somehow, at heart, he’s really on the side of the little guy,” Hillary Clinton said of Donald J. Trump. “Don’t believe it.”"
2300,273864989376427_1163616167067967,"""Young Latinos have been telling me that they want to register to vote because of Donald Trump. Not because they want to vote for him, but because they want to vote against him."" — Jorge Ramos of Univision"
3285,273864989376427_1059421174154134,
4064,273864989376427_901247839971469,
102,273864989376427_1346633885432860,Protesters chanted “You’re not our president” and “New York hates Trump” and carried signs that said “Dump Trump.”
348,273864989376427_1134502383300862,"Hillary Clinton called on the FBI to clarify the details of its investigation into newly discovered emails, saying voters deserve to get the ""complete facts.""Read our latest story: "
4075,273864989376427_899060013523585,
652,273864989376427_1312525385510377,"Breaking News: Donald J. Trump brags in vulgar terms about groping women in a 2005 recording, saying, “When you’re a star they let you do it.”"
3297,273864989376427_1058404537589131,
3366,273864989376427_1047833695312882,
3175,273864989376427_1073934722702779,"A new generation is eschewing McDonald's burgers on the cheap, instead heading to rivals like Chipotle Mexican Grill and Shake Shack. Are the golden days over for the Golden Arches?"
1876,273864989376427_1203705853058998,"When will Paul Ryan be ""ready"" to endorse Donald J. Trump? The answer may be ""never."""
3485,273864989376427_1036580353104883,
2093,273864989376427_1184443784985205,"Nicholas Kristof: Just when you thought Donald J. Trump couldn’t say anything more shocking, he suggested that women who get abortions should be punished. (via The New York Times Opinion Section)"
934,273864989376427_1288792574550325,"Donald J. Trump has made a point of saying that he’s in the habit of buying politicians, the Editorial Board writes in The New York Times Opinion Section."
3765,273864989376427_991536234275962,
1026,273864989376427_1281452545284328,"Senate Democrats, aware of the dead weight that Donald J. Trump has placed on their vulnerable Republican colleagues, can taste a reclaimed majority."
2170,273864989376427_1177883158974601,"""Hillary Clinton's struggle to define herself in the race remains a top challenge of her campaign,"" Jacob S. Hacker and Paul Pierson write in The New York Times Opinion Section."
2523,273864989376427_1135529123210005,"Maybe neither. Arthur Brooks and Gail Collins on Trump, Cruz, Rubio, Sanders, Clinton and Bloomberg."
2037,273864989376427_1189634357799481,Amy Schumer is Team Hillary. Sarah Silverman? Team Bernie.
206,273864989376427_1557886894231335,"Hillary Clinton cast her vote on Tuesday in Chappaqua, New York.Photo: Doug Mills/The New York Times"
886,273864989376427_1291626824266900,"“I am really into electing Hillary Clinton — like, this isn’t me going through the motions here,” President Obama said. “I really, really, really want to elect Hillary Clinton.”"
138,273864989376427_1346106795485569,How Donald J. Trump won the election according to exit polls.
2761,273864989376427_1118938234869094,"""I lived in Arkansas a long time. I don’t need an interpreter, Congressman."" — Hillary Clinton responding to Rep. Lynn Westmoreland of Georgia, who apologized for speaking a little slower than others on the committee."
323,273864989376427_1333620486734200,"The presidential election has overtaken almost everything. Halloween didn’t stand a chance. Photos: , from left: Al Drago/The New York Times; Sam Hodgson for NYT"
1997,273864989376427_1193784824051101,"Donald J. Trump is favored in Tuesday's primary, and Hillary Clinton and Bernie Sanders battle for Brooklyn."
400,273864989376427_1327409607355288,"Everyone who endorsed Donald J. Trump in the past owns him now; it's far too late to get a refund, Paul Krugman writes in The New York Times Opinion Section."
795,273864989376427_1301586049937644,"The NYT Editorial Board endorses Hillary Clinton for president: ""We’re aiming ... to persuade those of you who are hesitating to vote for Mrs. Clinton — because you are reluctant to vote for a Democrat, or for another Clinton, or for a candidate who might appear, on the surface, not to offer change from an establishment that seems indifferent and a political system that seems broken."""
2730,273864989376427_1121541411275443,"George H.W. Bush broke his silence about some of the key figures in his son’s administration, saying Dick Cheney was ""hard-line"" and calling Donald Rumsfeld  an “arrogant fellow.”"
3513,273864989376427_1033966926699559,
3478,273864989376427_1037676269661958,
837,273864989376427_1296330740463175,"Donald J. Trump reiterated on Twitter on Monday morning that he was ""the only candidate who can keep us safe."""
3023,273864989376427_1098617560234495,"“You’re disgusting,” Donald J. Trump told a lawyer when she had to take a break to pump breast milk for her newborn. Hundreds of pages of sworn testimony paint an unvarnished image of Mr. Trump."
405,273864989376427_1326940647402184,A tug of war over a Donald J. Trump sign has sent one man to jail for 6 days and left another lamenting the loss of civility in America's democracy.
2169,273864989376427_1177903255639258,The Democratic race has become something of a staring contest between allies of Hillary Clinton and Bernie Sanders.
404,273864989376427_1541365199216838,"Hillary Clinton is urging core Democratic constituencies to vote early where they can. By running up a lead ahead of Nov. 8 in states like North Carolina and Florida, she could make it very difficult for Donald J. Trump to come back."
3098,273864989376427_1090116457751272,The idealistic twenty-somethings of the Hillary Clinton campaign face a big obstacle: New York City's real estate market.
537,273864989376427_1318440821585500,"“I was reading the other day there is a guy on the radio who apparently — Trump’s on his show frequently — he said me and Hillary are demons,” President Obama said. “Said we smelled like sulfur. Ain’t that something?”"
1291,273864989376427_1256591914437058,"President Bill Clinton asked voters to cast aside the ""cartoon"" version of Hillary Clinton promoted by Republicans."
3197,273864989376427_1071039829658935,"Hillary Clinton was directly asked by congressional investigators in a December 2012 letter whether she had used a private email account while serving as secretary of state, according to letters obtained by The New York Times. But Mrs. Clinton did not reply to the letter."
58,273864989376427_1349241065172142,"""As a candidate, Donald J. Trump could get away with ignoring racist and sexist abuse by his supporters. But as the president-elect, he has the moral duty to reject it in the most aggressive terms."" Read on in The New York Times Opinion Section."
846,273864989376427_1295615340534715,The Kremlin has repeatedly promised that Russia's election will be free and transparent. The campaign in one town suggests that may not be a reality.
292,273864989376427_1550075481679143,The Upshot been tracking early voting in North Carolina. It seems to confirm a lead for Hillary Clinton.
3203,273864989376427_1070695119693406,Hillary Clinton's strength heading into the primary has little precedent.
59,273864989376427_1349217281841187,"Breaking News: Vice President-elect Mike Pence is taking over the Trump transition from Chris Christie, whose standing fell in the bridge scandal."
1435,273864989376427_1451991461487546,"Get your lunchtime political questions ready: We're at the Republican National Convention with U.S. Senator Susan Collins, NYT reporter Carl Hulse and politics editor Carolyn Ryan. They're talking about the Republican Party and taking your questions. #NYTElection"
2203,273864989376427_1173575839405333,The handling of protesters at Donald J. Trump’s events has raised questions about the methods and makeup of his security apparatus and the rights of peaceful critics to speak without being silenced.
391,273864989376427_1542363559117002,"The American Bar Association withheld a report that concluded that Donald J. Trump was a “libel bully,"" out of fear that he would sue."
909,273864989376427_1290526437710272,A victory for Donald J. Trump could open the door for Rudy Giuliani to return to public office. A loss could cost him.
3624,273864989376427_1017874444975474,
2541,273864989376427_1133722500057334,Why these New Hampshire Republicans won't back Donald J. Trump.
326,273864989376427_1333444380085144,"Unlike Richard Nixon, Hillary Clinton had ""no criminal intent in any of her actions.""Read on in The New York Times Opinion Section."
1170,273864989376427_1267671746662408,"Voters in New Hampshire clearly favor Hillary Clinton over Donald J. Trump, according to a new poll."
1204,273864989376427_1263813513714898,"Donald J. Trump, who criticized a slain Muslim soldier's parents, got 5 deferments from Vietnam, including 1 for bad feet. Read more: "
2322,273864989376427_1161806713915579,Donald J. Trump has a giant lead in the Massachusetts polls. How is that possible?
580,273864989376427_1315606098535639,"To his loyal legions, Donald J. Trump's unfiltered populism is actually the attraction, Declan Walsh writes."
3983,273864989376427_943681289061457,
3018,273864989376427_1099220260174225,"Hillary Clinton put their marriage plans on the map, but a big, floppy dog was the one that helped seal their relationship."
2412,273864989376427_1151578261605091,"""This is as good as Hillary Clinton gets. Calm, in command, not patronizing, armed with facts. Best debate performance yet?"""
1411,273864989376427_1245377765558473,Breaking News: Donald J. Trump has been formally nominated as the GOP presidential candidate. He is expected to accept on Thursday night.
47,273864989376427_1350456078383974,"""At Donald J. Trump's election-night speech ... I noticed something immediately. He was exhausted but looked more stunned."""
2871,273864989376427_1110288099067441,"A seasoned GOP activist in Iowa compared Donald J. Trump to ""the bad boy you date over the summer before returning to college."""
1690,273864989376427_1222133451216238,"Legal experts say that Donald J. Trump could threaten the rule of law in the U.S. To talk about our story on this subject, The New York Times Politics and Washington is live with Adam Liptak and Alan Rappeport.You can read Adam Liptak's story here: "
2808,273864989376427_1115676771861907,"Hillary Clinton dealt a significant blow to President Barack Obama, saying she could not support the Trans-Pacific Partnership, the trade pact that she bolstered as secretary of state."
2596,273864989376427_1129656293797288,"“What am I going to do?” Donald J. Trump said on ""Face The Nation."" “I have to say what I have to say.”"
1652,273864989376427_1225901127506137,"Gail Collins and Arthur Brooks are talking about Hillary Clinton as the Democratic nominee, Clinton versus Donald Trump in the general election, and other things 2016 related."
3671,273864989376427_1011336988962553,
1113,273864989376427_1273647766064806,"Gender bias is still an issue on several fronts, but Hillary Clinton has clear advantages over Donald J. Trump when it comes to what voters once considered masculine strengths they wanted in a leader."
520,273864989376427_1319695354793380,"Paul Ryan spends his days treating Donald J. Trump like a disgruntled former employee bent on Twitter revenge, essentially ignoring him. (Trump, on Twitter, has called Ryan ""our very weak and ineffective leader."")"
283,273864989376427_1336795703083345,"We're talking to a Trump supporter, live. What are her thoughts on the election? Watch live and ask her. We met Emily Beaty at the Republican National Convention in Cleveland, where she spoke about her commitment to Donald Trump, and we're catching up with her now."
1137,273864989376427_1270364046393178,Evan McMullin is a former CIA official and a Republican who passionately opposes Donald J. Trump.
282,273864989376427_1336897189739863,Melania Trump has been mostly absent from the campaign trail since her address at the Republican National Convention in July.
1586,273864989376427_1234759446620305,"""It would be nice to have some help from the party,” Donald J. Trump said on NBC's Today Show."
1923,273864989376427_1200070063422577,A new Hillary Clinton ad pays Bernie Sanders a high compliment.
1275,273864989376427_1258243287605254,"President Obama delivered a stirring address at the DNC, hailing Hillary Clinton as his political heir and the best hope to protect democracy from “homegrown demagogues” like Donald J. Trump."
3026,273864989376427_1098156306947287,"""The controversy over comments about John McCain's war service do not appear to have slowed the Trump steamroller.""In early-primary New Hampshire, Donald J. Trump could be outpacing Jeb Bush by a margin of 2 to 1."
3196,273864989376427_1071107189652199,Hillary Clinton's actions this week have sent a message: lesson learned.
1075,273864989376427_1276688552427394,Breaking News: Donald J. Trump has shaken up his presidential campaign for the second time in two months.
2392,273864989376427_1152751871487730,"""No leader, especially a religious leader, should have the right to question another man's religion or faith,"" Donald J. Trump said, going on to claim that Pope Francis was being used for political purposes by the Mexican government."
2164,273864989376427_1178218845607699,"From China and Russia to Europe and Australia, Donald J. Trump's ascent is being watched with increasing wariness."
3482,273864989376427_1037017796394472,
1515,273864989376427_1239234502839466,"The FBI recommended no charges for Hillary Clinton over her use of email as secretary of state, but called it ""extremely careless."""
521,273864989376427_1319649598131289,"""The most worrying thing is not that Trump likes Vladimir Putin, the butcher of Aleppo, but that he apes Vladimir Putin."" Read on in The New York Times Opinion Section."
2566,273864989376427_1132133946882856,"""Donald J. Trump has a problem that the other candidates for the Republican nomination don’t."" Read on in The New York Times Opinion Section."
2880,273864989376427_1109823189113932,"Hillary Clinton argued that the risks of walking away from a deal would turn the United States, not Iran, into the international outlier."
707,273864989376427_1307416709354578,"Donald J. Trump declared a $916 million loss on his 1995 income tax returns, records obtained by The Times show. The loss could have allowed him to avoid paying income taxes for up to 18 years.Read the full story: "
4074,273864989376427_899178150178438,
4019,273864989376427_927227250706861,
3368,273864989376427_1047621658667419,
3048,273864989376427_1094837850612466,"The election is 16 months away, but knowing what we know now, what should we expect the economic backdrop to be when Americans choose their next president?"
647,273864989376427_1312677752161807,"House Speaker Paul Ryan said he was ""sickened"" by Donald J. Trump's lewd comments and disinvited him from a joint event Saturday."
1469,273864989376427_1449950325024993,How Donald J. Trump put “identity politics for white people” at the heart of the presidential campaign.
2945,5281959998_10150649130359999,"Donald J. Trump is not cornering his rivals on immigration. They are choosing to take the low road with him, the editorial board writes in The New York Times Opinion."
537,5281959998_10150927538644999,"“I was reading the other day there is a guy on the radio who apparently — Trump’s on his show frequently — he said me and Hillary are demons,” President Obama said. “Said we smelled like sulfur. Ain’t that something?”"
1296,5281959998_10150857343504999,"Hillary Clinton has seemed, halfway through this 4-day celebration of her life and life’s work, a reluctant star of her prime-time production."
552,5281959998_10150926673779999,Donald J. Trump and his supporters are increasingly seizing on a trove of emails from Hillary Clinton's campaign that WikiLeaks has been publishing.
2444,5281959998_10150742104024999,"It was the last GOP debate before the New Hampshire primary for Ted Cruz, Donald J. Trump and the rest of the Republican field.We analyzed it as it happened."
545,5281959998_10150927260849999,"He produced the series that catapulted Donald J. Trump to stardom. Now he says he rejects ""the hatred, division and misogyny that has been a very unfortunate part of his campaign."""
1904,5281959998_10150802761614999,The Upshot's first analysis of a general election matchup.
2151,5281959998_10150775553889999,Are mainstream G.O.P. leaders really all that different from Donald J. Trump? Read on in The New York Times Opinion Section.
1074,5281959998_10150875414874999,"Donald J. Trump's claim that President Obama is the ""founder of ISIS"" is being welcomed by the U.S.’ enemies. (via The New York Times Opinion Section)"
3056,5281959998_10150626206189999,"Japan's lower house of Parliament passed controversial legislation on Thursday to give the country's military limited powers to fight in conflicts abroad for the first time since World War II. Some see this as necessary in a time of increasing global security threats, while others argue it violates the country's postwar constitution. We want to hear from people in Japan on this issue. Please share with us your view on this issue. Do you support it? Why or why not? Please include your age and where you are from. We may publish a selection of the responses."
543,5281959998_10150927409319999,"Michelle Obama on Donald J. Trump's comments on women: ""I have to tell you that I listen to all of this, and I feel it so personally ... The shameful comments about our bodies. The disrespect of our ambitions and intellect. The belief that you can do anything you want to a woman? It is cruel. It's frightening. And the truth is, it hurts."""
375,5281959998_10150942897184999,Donald J. Trump has been dragging reporters to his marquee properties in between his campaign events.
734,5281959998_10150914468419999,Why do so many Americans support Donald J. Trump?
3093,5281959998_10150615889249999,"""I heard on the radio that there is a Cabinet mtg this am,"" Hillary Clinton wrote aides on June 8, 2009. ""Is there? Can I go? If not, who are we sending?"""
83,5281959998_10150964320044999,Donald J. Trump met with President Obama in the Oval Office on Thursday.The latest updates: : Stephen Crowley/The New York Times
824,5281959998_10150907308384999,The Trump campaign released a statement that applauded Donald Trump Jr. for speaking “the truth.”
1240,5281959998_10150859305869999,Donald J. Trump's tone was much darker than Hillary Clinton's. Here's a visual analysis of the convention speeches.
1312,5281959998_10150856621804999,Does President Bill Clinton have another vintage performance in him?
2768,5281959998_10150683302594999,"As he watched Hillary Clinton's relentless march toward the Oval Office, Joe Biden was privately churning."
1097,5281959998_10150871991729999,"Brandon Partin, 27, grew irritated that he had to remove the flag. He had just purchased it outside the event, and “Trump 2016” was printed on it."
2709,5281959998_10150695815539999,"The Paris attacks may not prove to be a ""game changer"" for the 2016 election."
2605,5281959998_10150718064174999,Jeb Bush is trying to escape the caricature that Donald J. Trump lobbed at him: that he's a “low energy” candidate.
615,5281959998_1765077083709806,"Hillary Clinton: ""It's just awfully good that someone with the temperament of Donald Trump is not in charge of the law in our country.""Donald J. Trump: ""Because you'd be in jail."""
2138,5281959998_10150776981729999,"Within hours of seeing images of the carnage in Belgium, Donald J. Trump renewed his calls for a ban on Muslims entering the U.S."
3027,5281959998_10150633162564999,"Hillary Clinton set a goal to produce 33 percent of the nation’s electricity from renewable sources by 2027, up from 7 percent today."
2882,5281959998_10150662105344999,"Donald J. Trump's chances will depend on the extent that his celebrity, media prowess and self-funding can defy the party elites who traditionally decide nomination contests."
209,5281959998_10150959090329999,"""If we don’t win, this will be the single greatest waste of time, energy and money in my life,"" Donald J. Trump said."
2026,5281959998_10150789656979999,Donald J. Trump's promise is that he’s better than you. Not a servant; a leader. The one who acts.
1638,5281959998_10150824684904999,"""Donald J. Trump even lies about his lies. We need instant fact-checks at his debates,"" Timothy Egan writes in The New York Times Opinion Section."
1893,5281959998_10150803303169999,The poll suggested that Hillary Clinton's support is driven heavily by aversion to a Donald J. Trump candidacy.
279,5281959998_10150953541784999,GOP election officials met secretly with industry donors hoping to sway ballot initiatives in their states.
840,5281959998_10150905544414999,"Two big themes of the Emmys: The cultural power of television, and tension between celebrities and Donald J. Trump."
829,5281959998_10150906832824999,"After Donald Trump Jr. compared Syrian refugees to a bowl of Skittles sprinkled with a few that “would kill you,"" the company responded: ""Skittles are candy. Refugees are people."""
2777,5281959998_10150681211774999,Hillary Clinton has promised to take on the National Rifle Association. They're giving her a fight.
2533,5281959998_10150732373719999,Donald J. Trump's path to the Republican nomination looks more plausible than ever.
182,5281959998_10150959949579999,Hillary Clinton has lived much of her life in the public eye — and in front of cameras. 4 of our staff photographers on what it's like to photograph her:  from top: Stephen Crowley/NYT; Doug Mills/NYT; Ruth Fremson/NYT; Todd Heisler/NYT
1112,5281959998_10150870705529999,"Donald J. Trump is sticking to his style, even if it meant taking ""a very, very nice long vacation"" after Nov. 8."
2693,5281959998_10150699818904999,"Historians say a plaque installed by Donald J. Trump at a golf course commemorates a Civil War event that never happened.""How would they know that?"" Trump asked, when told that local historians had called ""The River of Blood"" fiction. ""Were they there?"""
2745,5281959998_10150686026489999,"Dr. Ben Carson has taken the lead in the Republican presidential campaign, dislodging Donald J. Trump from the top spot for the first time, according to the latest New York Times/CBS News poll."
2118,5281959998_10150779819954999,"Bernie Sanders wins in Hawaii, routing Hillary Clinton in all 3 Democratic presidential contests on Saturday. Read more: : Scott Olson/Getty Images"
91,5281959998_10150963870609999,What we’re watching as the transition of power from President Obama to Donald J. Trump begins.
1917,5281959998_10150801889589999,"When Donald J. Trump said that Hillary Clinton was playing the “woman’s card,” her aides heard something else: ka-ching."
337,5281959998_10150947593479999,It is a necessary trip for any homeowner: a visit to the town building office to obtain the proper permits for upgrades. Hillary and Bill Clinton apparently skipped that required step.
2630,5281959998_10150711839234999,"He called Donald J. Trump a ""very bright and talented man"" and thinks FIFA president Sepp Blatter should get the Nobel Peace Prize."
179,5281959998_10150960147499999,"Our 2016 election calls as of 2:53 a.m. E.T.:Hillary Clinton: 218 electoral votesDonald J. Trump: 276 electoral votesClinton’s states: Maine, Nevada, Washington, Colorado, Virginia, California, Hawaii, Oregon, New Mexico, Connecticut, New York, Illinois, Rhode Island, Maryland, Massachusetts, Vermont, New Jersey, Delaware, D.C. Trump’s states: Wisconsin, Pennsylvania, Alaska, Iowa, Georgia, Utah, Florida, North Carolina, Ohio, Idaho, Missouri, Montana, Louisiana, Arkansas, Kansas, Nebraska, North Dakota, South Dakota, Texas, Wyoming, Mississippi, Alabama, South Carolina, Tennessee, Oklahoma, Indiana, Kentucky, West Virginia"
3121,5281959998_10150602317824999,"Michelle Kwan, a former Olympic medalist in figure skating who worked for Hillary Clinton when she led the U.S. Department of State, is coming back."
2519,5281959998_10150733200169999,"“He may have a few other things to do, but I tell you, that’s a great idea,” Hillary Clinton said."
2760,5281959998_10150683837159999,"""The pointless grilling of Hillary Clinton served only to embarrass the Republican lawmakers who have spent millions of dollars on a political crusade,"" the Editorial Board writes in The New York Times Opinion Section."
1555,5281959998_10150837472179999,Think politics in 2016 is stranger than fiction? The New York Times Books asked novelist Chimamanda Ngozi Adichie to write a short story based on this election season. Here's what she came up with.
980,5281959998_10150889606684999,"""Trump has 2 faces and 2 sets of facts and too much latitude to spread his animus, anti-intellectualism and lies, and he must never see the inside of the Oval Office,"" Charles M. Blow writes in The New York Times Opinion Section."
915,5281959998_10150896890849999,"""Taken one at a time, his lies are medium-size — not trivial, but mostly not rising to the level of blood libel. But the lies are constant, coming in a steady torrent, and are never acknowledged, simply repeated,"" writes Paul Krugman on Donald J. Trump. Read on in The New York Times Opinion Section."
1205,5281959998_10150862188739999,McDonald’s and General Electric are among the business giants saying bye to the 'burbs.
1527,5281959998_10150840755474999,"After being derided on social media, Donald J. Trump deleted the tweet and replaced it with one that had a circle instead of the Star of David shape."
663,5281959998_10150920753214999,Donald J. Trump's business ventures began with a lot of hype. Here’s how they turned out.
1259,5281959998_10150858351949999,"""Trump poses a national security risk to the West, and that's reason enough Putin would be thrilled to see him elected president."" Read on in The New York Times Opinion Section."
2246,5281959998_10150767563479999,"Want a ""Make Donald Drumpf Again"" baseball cap? Well, they're sold out."
2475,5281959998_10150736739469999,"On Monday afternoon, Donald J. Trump was proclaiming his impending victory in Iowa. That night, he was acting like he never expected to win (via The New York Times Opinion Section)"
391,5281959998_10150941294129999,"The American Bar Association withheld a report that concluded that Donald J. Trump was a “libel bully,"" out of fear that he would sue."
1613,5281959998_10150828130454999,"“We hear language that singles out immigrants and suggests entire religious communities are complicit in violence,” President Obama said, angrily denouncing Donald J. Trump's remarks after the Orlando shooting. “Where does this stop?”"
1178,5281959998_10150863727884999,Donald J. Trump all but erased his enormous financial disadvantage against Hillary Clinton in the span of just 2 months.
1938,5281959998_10150799305584999,Why do many Republicans believe that Donald J. Trump can win in November? Read on in The New York Times Opinion Section.
2480,5281959998_10150736699209999,"Ted Cruz has won the Republican caucuses in Iowa, handily defeating Donald Trump.Get the full story: (Photo: Stephen Crowley/The New York Times)"
1490,5281959998_10150843991154999,"""This is a story about how Donald J. Trump broke my brain."" Read on in The New York Times Opinion Section."
1629,5281959998_10150825269529999,"""Mitch McConnell and Paul Ryan should rescind their endorsement of Donald J. Trump. Trump’s bigotry should earn him their enmity, not their loyalty,"" Peter Wehner writes in The New York Times Opinion Section."
1371,5281959998_10150853219299999,"Given Fox News's place as a central hub for conservative opinion — not to mention as a primary outlet for the Republican nominee for president, Donald J. Trump — the shape of its post-Roger Ailes operation could have consequences for the national political dialogue."
2053,5281959998_10150786184689999,"Senator Ted Cruz is hoping voters will forgive his disparaging remarks about ""New York values"" and fall behind him, not Donald J. Trump.Hillary Clinton is looking to finish April on a better note after losing 6 of the last 7 states to Bernie Sanders."
112,5281959998_10150962414719999,Friends and staff hugged Hillary Clinton after she gave her concession speech on Wednesday morning.Photo: Doug Mills/The New York Times
1448,5281959998_10150849766459999,"When Donald J. Trump's private plane was grounded in Indiana, Mike Pence seized the opportunity."
2906,5281959998_10150656573654999,"The 4,368 documents released by the State Department contain insights into Hillary Clinton's circle and underscore her acute interest in remaining current on political developments."
1406,5281959998_10150852282494999,Boris Johnson said he wouldn't apologize for his past insults of President Obama and Hillary Clinton.
1047,5281959998_10150880882209999,The GOP is now deeply dependent on Donald J. Trump's surging base of small donors to finance it.
1062,5281959998_10150877685539999,"Pressed by the FBI, Hillary Clinton told investigators that former Secretary of State Colin Powell advised her to use a personal email account."
3083,5281959998_10150618097709999,"""He’s not a stupid guy, so I don’t assume he thinks that every Mexican crossing the border is a rapist,"" Jeb Bush said of Donald J. Trump."
1947,5281959998_10150798559309999,"Both political parties are susceptible to the failures of leadership, tone-deafness and elitism that fueled Donald J. Trump's rise. Read on in The New York Times Opinion Section."
1024,5281959998_10150884213099999,"If Democrats won only the coasts, and essentially nothing in between, they would still have enough to win the Electoral College."
894,5281959998_10150900585804999,"Hillary Clinton and Donald J. Trump have set the modern standards for withholding information, David Brooks writes in The New York Times Opinion Section."
1106,5281959998_10150871110894999,"""Right now Donald J. Trump is losing, and this very likely terrifies him. Maybe he doesn’t know how to control himself, or comprehend why he should,"" the Editorial Board writes in The New York Times Opinion Section."
2591,5281959998_10150722055794999,2016: the GIF election.
2911,5281959998_10150654666704999,"Pope Francis’ U.S. visit will be a fitting pivot from our vulgarian summer of Donald J. Trump, ""closing out a gluttonous episode of narcissism, rudeness, frivolity and xenophobia,"" Timothy Egan writes in The New York Times Opinion."
220,5281959998_10150958522174999,"Throughout the presidential election, we've been live with you here on Facebook. Check out our highlights paired with some of your comments that stood out to us."
2207,5281959998_10150770236099999,"On Donald J. Trump: ""No modern political party has nominated a candidate like this; no serious political party ever should,"" writes Op-Ed columnist Ross Douthat in The New York Times Opinion Section."
548,5281959998_10150927062859999,"""It is apparent from, among other things, the timing of the article, that it is nothing more than a politically motivated effort to defeat Mr. Trump’s candidacy,"" Donald J. Trump's lawyer wrote."
1564,5281959998_10150835554924999,"In Scotland, Donald J. Trump said things that would have set off serious backlash for almost any other candidate."
1737,5281959998_10150816555564999,"A debate between Donald J. Trump and Bernie Sanders? “Game on,” Sanders wrote on Twitter."
2294,5281959998_10150762998844999,"With Donald J. Trump on the verge of running away with the Republican nomination, there will be no shortage of drama during tonight's debate."
607,5281959998_10150923652594999,We analyzed in real time the second presidential debate between Donald J. Trump and Hillary Clinton.
1188,5281959998_10150863147769999,"“I will vote for Hillary, I will talk to my Republican friends about helping her, and I will donate to her campaign and try to raise money for her,” Meg Whitman said."
1665,5281959998_10150823250299999,How the Hillary Clinton-Bernie Sanders race differs from the 2008 race.
2499,5281959998_10150734941434999,Donald J. Trump declared victory over Fox News saying that he had shown the world just how tough he could be when challenged.
435,5281959998_10150936238654999,"Hillary Clinton: “Google, ‘Donald Trump Iraq.’ And you will see the dozens of sources which verify that he was for the invasion of Iraq.”“Wrong,” Donald J. Trump interjected."
2895,5281959998_10150658708944999,Donald J. Trump revealed gaps in his mastery of international affairs during a radio interview.
2478,5281959998_10150736721719999,Donald J. Trump's defeat won’t necessarily derail his campaign. But he still fell short.
1783,5281959998_10150812286654999,"Like Hillary Clinton, Elizabeth Word Gutting’s mother persevered and bit her tongue and did what she had to do to survive. “I am more ready for her than ever,” she says. (via The New York Times Opinion Section)"
2344,5281959998_10150757466349999,"""Our show was taken — without comment or discussion or notice — in the midst of an election season,"" Melissa Harris-Perry wrote about her MSNBC program."
2372,5281959998_10150754718014999,"“I mean, I’m looking at it. I told my people the other day, start looking at it,” Donald J. Trump said."
2867,5281959998_10150665636794999,"Dr. Ben Carson is nearly even with Donald J. Trump for the Republican presidential nomination, according to a new New York Times/CBS News poll."
1822,5281959998_10150808742634999,"""Donald J. Trump should pay for his presidential campaign himself. Like he promised,"" Gail Collins writes in The New York Times Opinion Section."
141,5281959998_10150961653784999,Donald J. Trump's stunning upset over Hillary Clinton to become the 45th president of the U.S. has shocked the world. 
301,5281959998_10150951169224999,President Barack Obama sharply criticized the FBI director's decision to alert Congress on Friday about the discovery of new emails related to the Hillary Clinton server case.
2510,5281959998_10150734049849999,Even some of President Bill Clinton admirers are wondering if he has lost some of that old Clinton magic.
521,5281959998_10150929384964999,"""The most worrying thing is not that Trump likes Vladimir Putin, the butcher of Aleppo, but that he apes Vladimir Putin."" Read on in The New York Times Opinion Section."
1468,5281959998_10150847232174999,"""The party grew into a messy, untended garden, and Donald J. Trump was like an invasive species that finally just took over the whole thing."" Read on in The New York Times Opinion Section."
2222,5281959998_10150769152899999,"A teacher pleaded with a student for a positive review, saying that without it, “Mr. Trump might not invite me back to teach again.”"
606,5281959998_10150923656949999,Donald J. Trump held the surprise news conference via Facebook Live shortly before the second presidential debate.Here is a brief guide to the accusations each woman has made against Bill and Hillary Clinton.
2297,5281959998_10150762756014999,"The Tea Party’s ultimate creation, Donald J. Trump, may now be coming for Paul Ryan."
257,5281959998_1030763210379192,"For 45 seconds, a drenched Hillary Clinton abandoned her script and let down her guard in Florida: "
1085,5281959998_10150874235084999,"Donald J. Trump's plan calls for immigrants to answer a questionnaire about their commitment to ""basic principles of tolerance,"" a policy adviser said."
527,5281959998_10150928530769999,"Two former contestants on NBC's ""The Apprentice"" are sharing their experiences with Donald J. Trump and discussing how they felt about his treatment of women during the show. Ask your questions in the comments."
1208,5281959998_10150861782284999,"McDonald's has summoned the food scribes to its headquarters in Oak Brook, IL, to talk about the many changes it's making to its food. Egg white bowl with sautéed spinach and kale anyone?"
